Idx_Sample,Ref.,Mixture Code in Ref,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,MnO,LOI,OPC (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),MK (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg in 1m3 mix),Total aggregates (kg in 1m3 mix),Coarse Agg density (kg/m3),Fine Agg density (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Na2O (l),SiO2 (l),H2O,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,AL/B,SH/SS,Ms,Ag/B,W/B,Additional water (kg in 1m3 mix),Sp/B,Superplasticizer (kg in 1m3 mix),Total water (in solutions + additional) (kg in 1m3 mix),Initial curing time (day),Initial curing temp (C),Initial curing rest time (day),Final curing temp (C),7d CS,28d CS,1-d Cubic compressive strength (MPa),3-d Cubic compressive strength (MPa),7-d Cubic compressive strength (MPa),14-d Cubic compressive strength (MPa) ,21-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),56-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,180-d Cubic compressive strength (MPa),365-d Cubic compressive strength (MPa) ,1-d Cylindrical compressive strength (MPa),2-d Cylindrical compressive strength (MPa),3-d Cylindrical compressive strength (MPa),4-d Cylindrical compressive strength (MPa),5-d Cylindrical compressive strength (MPa),7-d Cylindrical compressive strength (MPa),12-d Cylindrical compressive strength (MPa),14-d Cylindrical compressive strength (MPa),21-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Cylindrical compressive strength (MPa) ,365-d Cylindrical compressive strength (MPa),Slump (mm),flowtable,"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
494,[31],Mix-8D,57.3,27.13,8.06,0.03,2.13,0.73,0,1.06,0,0,0,0,,1.6,,428,,,,,1170,630,1800,,,114,16.84%,35.01%,48%,57,14,0.39953271,0.5,2.1,4.2,0.3,43,0.010046729,4.3,125.551,1,75,,24,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,152.6861333
495,[31],Mix-9A,57.3,27.13,8.06,0.03,2.13,0.73,0,1.06,0,0,0,0,,1.6,,428,,,,,1170,630,1800,,,114,16.84%,35.01%,48%,57,14,0.39953271,0.5,2.1,4.2,0.3,43,0.010046729,4.3,125.551,1,60,,24,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,143.0611333
496,[31],Mix-9B,57.3,27.13,8.06,0.03,2.13,0.73,0,1.06,0,0,0,0,,1.6,,428,,,,,1170,630,1800,,,114,16.84%,35.01%,48%,57,14,0.39953271,0.5,2.1,4.2,0.3,43,0.010046729,4.3,125.551,1,75,,24,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,152.6861333
497,[31],Mix-9C,57.3,27.13,8.06,0.03,2.13,0.73,0,1.06,0,0,0,0,,1.6,,428,,,,,1170,630,1800,,,114,16.84%,35.01%,48%,57,14,0.39953271,0.5,2.1,4.2,0.3,43,0.010046729,4.3,125.551,1,90,,24,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,162.3111333
498,[32],Mix 1A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,1176,504,1680,2.79,2.63,182,8.93%,29.80%,61%,73,6,0.548387097,0.401098901,3.3,3.6,0.4,0,0,0,166.9914,,25,,24,,50.8922,,,,,,50.8922,,,,,,,,,,,,,,,,,,,,,117.9228
499,[32],Mix 2A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,1176,504,1680,2.79,2.63,170,8.93%,29.80%,61%,85,6,0.548387097,0.5,3.3,3.6,0.4,0,0,0,168.759,,25,,24,,46.8307,,,,,,46.8307,,,,,,,,,,,,,,,,,,,,,119.118
500,[32],Mix 3A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,1176,504,1680,2.79,2.63,153,8.93%,29.80%,61%,102,6,0.548387097,0.666666667,3.3,3.6,0.4,0,0,0,171.2631,,25,,24,,32.6459,,,,,,32.6459,,,,,,,,,,,,,,,,,,,,,120.8112
501,[32],Mix 4A,54.1,31.83,3.22,4.86,1.23,0.24,0.77,0,1.66,0.41,0,0,,0.65,,465,,,,,1176,504,1680,2.79,2.63,182,8.93%,29.80%,61%,73,6,0.548387097,0.401098901,3.3,3.6,0.4,0,0,0,166.9914,,25,,24,,31.2766,,,,,,31.2766,,,,,,,,,,,,,,,,,,,,,108.9948
502,[32],Mix 5A,49.636,28.364,2.826,11.188,3.33,0.212,0.744,0,1.43,0.3284,0,0,,0.736,,372,93,,,,1176,504,1680,2.79,2.63,182,8.93%,29.80%,61%,73,6,0.548387097,0.401098901,3.3,3.6,0.4,0,0,0,166.9914,,25,,24,,32.9787,,,,,,32.9787,,,,,,,,,,,,,,,,,,,,,113.4588
503,[32],Mix 6A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,372,248,,,,1008,432,1440,2.79,2.63,243,8.93%,29.80%,61%,97,6,0.548387097,0.399176955,3.3,2.3,0.4,0,0,0,222.6061,,25,,24,,31.0011,,,,,,31.0011,,,,,,,,,,,,,,,,,,,,,153.3572
504,[32],Mix 7A,45.16376384,24.89160517,2.431273063,17.52767528,5.433874539,0.183948339,0.71795203,0,1.199575646,0.246649446,0,0,,0.822158672,,325,217,,,,1092,468,1560,2.79,2.63,213,8.93%,29.80%,61%,85,6,0.549815498,0.399061033,3.3,2.9,0.4,0,0,0,195.1051,,25,,24,,32.7006,,,,,,32.7006,,,,,,,,,,,,,,,,,,,,,135.818
505,[32],Mix 8A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,1008,672,1680,2.79,2.63,182,8.93%,29.80%,61%,73,6,0.548387097,0.401098901,3.3,3.6,0.4,0,0,0,166.9914,,25,,24,,42.6055,,,,,,42.6055,,,,,,,,,,,,,,,,,,,,,117.9228
506,[32],Mix 14A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,924,756,1680,2.79,2.63,182,8.93%,29.80%,61%,73,6,0.548387097,0.401098901,3.3,3.6,0.4,0,0,0,166.9914,,25,,24,,37.136,,,,,,37.136,,,,,,,,,,,,,,,,,,,,,117.9228
507,[32],Mix 13A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,840,840,1680,2.79,2.63,182,8.93%,29.80%,61%,73,6,0.548387097,0.401098901,3.3,3.6,0.4,0,0,0,166.9914,,25,,24,,35.6808,,,,,,35.6808,,,,,,,,,,,,,,,,,,,,,117.9228
508,[32],Mix 10A,45.1652568,24.89276435,2.431404834,17.52555891,5.433172205,0.183957704,0.717960725,0,1.199652568,0.246676737,0,0,,0.822129909,,397,265,,,,1008,432,1440,2.79,2.63,213,8.93%,29.80%,61%,85,6,0.450151057,0.399061033,3.3,2.2,0.3,0,0,0,195.1051,,25,,24,,36.2842,,,,,,36.2842,,,,,,,,,,,,,,,,,,,,,138.026
509,[32],Mix 11A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,1176,504,1680,2.79,2.63,182,8.93%,29.80%,61%,73,3,0.548387097,0.401098901,3.3,3.6,0.4,0,0,0,175.7514,,25,,24,,30.1053,,,,,,30.1053,,,,,,,,,,,,,,,,,,,,,101.1474
510,[32],Mix 12A,45.172,24.898,2.432,17.516,5.43,0.184,0.718,0,1.2,0.2468,0,0,,0.822,,279,186,,,,1176,504,1680,2.79,2.63,182,8.93%,29.80%,61%,73,8,0.548387097,0.401098901,3.3,3.6,0.3,0,0,0,161.1514,,25,,24,,41.8947,,,,,,41.8947,,,,,,,,,,,,,,,,,,,,,129.1064
511,[32],Mix 1B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,108,14.92%,29.80%,55%,92,8,0.306278714,0.851851852,2.0,2.1,0.3,90,0,0,212.2624,,25,,24,46.5,66.259,,,46.5,,,66.259,,,,,,,,,,,,,,,,,,,,,116.916
512,[32],Mix 2B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.275650842,0.836734694,2.0,2.1,0.3,104,0,0,213.9344,,25,,24,47.75,67.3861,,,47.75,,,67.3861,,,,,,,,,,,,,,,,,,,,,107.188
513,[32],Mix 3B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,81,14.92%,29.80%,55%,69,8,0.229709035,0.851851852,2.0,2.1,0.3,125,0,0,216.6968,,25,,24,38.25,53.2493,,,38.25,,,53.2493,,,,,,,,,,,,,,,,,,,,,93.1016
514,[32],Mix 5B,48.8814218,27.77812006,2.759399684,12.25766193,3.684976303,0.207266983,0.739605055,0,1.391121643,0.314606635,0,0,,0.750537125,,485,148,,,,858,520,1378,2.79,2.63,108,14.92%,29.80%,55%,92,8,0.315955766,0.851851852,2.0,2.2,0.3,90,0,0,212.2624,,25,,24,33.75,40.6474,,,33.75,,,40.6474,,,,,,,,,,,,,,,,,,,,,111.508
515,[32],Mix 6B,48.8814218,27.77812006,2.759399684,12.25766193,3.684976303,0.207266983,0.739605055,0,1.391121643,0.314606635,0,0,,0.750537125,,485,148,,,,858,520,1378,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.28436019,0.836734694,2.0,2.2,0.3,104,0,0,213.9344,,25,,24,31.75,34.2926,,,31.75,,,34.2926,,,,,,,,,,,,,,,,,,,,,101.78
516,[32],Mix 7B,48.8814218,27.77812006,2.759399684,12.25766193,3.684976303,0.207266983,0.739605055,0,1.391121643,0.314606635,0,0,,0.750537125,,485,148,,,,858,520,1378,2.79,2.63,81,14.92%,29.80%,55%,69,8,0.236966825,0.851851852,2.0,2.2,0.3,125,0,0,216.6968,,25,,24,12,18.717,,,12,,,18.717,,,,,,,,,,,,,,,,,,,,,87.6936
517,[32],Mix 8B,49.636,28.364,2.826,11.188,3.33,0.212,0.744,0,1.43,0.3284,0,0,,0.736,,504,126,,,,858,520,1378,2.79,2.63,108,14.92%,29.80%,55%,92,8,0.317460317,0.851851852,2.0,2.2,0.3,90,0,0,212.2624,,25,,24,33,44.1007,,,33,,,44.1007,,,,,,,,,,,,,,,,,,,,,110.44
518,[32],Mix 9B,49.636,28.364,2.826,11.188,3.33,0.212,0.744,0,1.43,0.3284,0,0,,0.736,,504,126,,,,858,520,1378,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.285714286,0.836734694,2.0,2.2,0.3,104,0,0,213.9344,,25,,24,28.75,38.3213,,,28.75,,,38.3213,,,,,,,,,,,,,,,,,,,,,100.712
519,[32],Mix 10B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,81,14.92%,29.80%,55%,69,8,0.229709035,0.851851852,2.0,2.1,0.3,125,0,0,216.6968,,25,,24,5.25,6.0551,,,5.25,,,6.0551,,,,,,,,,,,,,,,,,,,,,93.1016
520,[32],Mix 22B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,941,442,1383,2.79,2.63,108,14.92%,29.80%,55%,92,8,0.306278714,0.851851852,2.0,2.1,0.3,90,0,0,212.2624,,25,,24,,57.2846,,,,,,57.2846,,,,,,,,,,,,,,,,,,,,,116.94
521,[32],Mix 11B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,776,597,1373,2.79,2.63,108,14.92%,29.80%,55%,92,8,0.306278714,0.851851852,2.0,2.1,0.3,90,0,0,212.2624,,25,,24,,66.9997,,,,,,66.9997,,,,,,,,,,,,,,,,,,,,,116.892
522,[32],Mix 19B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,609,754,1363,2.79,2.63,108,14.92%,29.80%,55%,92,8,0.306278714,0.851851852,2.0,2.1,0.3,90,0,0,212.2624,,25,,24,,52.1414,,,,,,52.1414,,,,,,,,,,,,,,,,,,,,,116.844
523,[32],Mix 23B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,941,442,1383,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.275650842,0.836734694,2.0,2.1,0.3,104,0,0,213.9344,,25,,24,,52.6417,,,,,,52.6417,,,,,,,,,,,,,,,,,,,,,107.212
524,[32],Mix 12B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,776,597,1373,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.275650842,0.836734694,2.0,2.1,0.3,104,0,0,213.9344,,25,,24,,68.4283,,,,,,68.4283,,,,,,,,,,,,,,,,,,,,,107.164
525,[32],Mix 20B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,609,754,1363,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.275650842,0.836734694,2.0,2.1,0.3,104,0,0,213.9344,,25,,24,,52.8557,,,,,,52.8557,,,,,,,,,,,,,,,,,,,,,107.116
526,[32],Mix 24B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,941,442,1383,2.79,2.63,81,14.92%,29.80%,55%,69,8,0.229709035,0.851851852,2.0,2.1,0.3,125,0,0,216.6968,,25,,24,,44.4303,,,,,,44.4303,,,,,,,,,,,,,,,,,,,,,93.1256
527,[32],Mix 13B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,776,597,1373,2.79,2.63,81,14.92%,29.80%,55%,69,8,0.229709035,0.851851852,2.0,2.1,0.3,125,0,0,216.6968,,25,,24,,53.7883,,,,,,53.7883,,,,,,,,,,,,,,,,,,,,,93.0776
528,[32],Mix 21B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,609,754,1363,2.79,2.63,81,14.92%,29.80%,55%,69,8,0.229709035,0.851851852,2.0,2.1,0.3,125,0,0,216.6968,,25,,24,,35.0014,,,,,,35.0014,,,,,,,,,,,,,,,,,,,,,93.0296
529,[32],Mix 14B,45.25343284,24.9612272,2.439187396,17.40056385,5.391691542,0.184510779,0.718474295,0,1.204195688,0.248288557,0,0,,0.820431177,,364,239,,,,858,572,1430,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.298507463,0.836734694,2.0,2.4,0.4,104,0,0,213.9344,,25,,24,,46.5007,,,,,,46.5007,,,,,,,,,,,,,,,,,,,,,106.2776
530,[32],Mix 17B,45.24478261,24.95451087,2.438423913,17.41282609,5.39576087,0.184456522,0.718423913,0,1.20375,0.248130435,0,0,,0.820597826,,333,219,,,,858,625,1483,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.326086957,0.836734694,2.0,2.7,0.4,104,0,0,213.9344,,25,,24,,66.9274,,,,,,66.9274,,,,,,,,,,,,,,,,,,,,,105.368
531,[32],Mix 15B,48.87292308,27.77152137,2.758649573,12.2697094,3.688974359,0.207213675,0.739555556,0,1.390683761,0.314451282,0,0,,0.750700855,,448,137,,,,858,572,1430,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.307692308,0.836734694,2.0,2.4,0.4,104,0,0,213.9344,,25,,24,,37.5029,,,,,,37.5029,,,,,,,,,,,,,,,,,,,,,101.3096
532,[32],Mix 18B,48.88504673,27.78093458,2.759719626,12.25252336,3.683271028,0.20728972,0.739626168,0,1.391308411,0.314672897,0,0,,0.75046729,,410,125,,,,858,624,1482,2.79,2.63,98,14.92%,29.80%,55%,82,8,0.336448598,0.836734694,2.0,2.8,0.4,104,0,0,213.9344,,25,,24,,34.0664,,,,,,34.0664,,,,,,,,,,,,,,,,,,,,,100.7832
533,[32],Mix 25B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,54,14.92%,29.80%,55%,92,8,0.223583461,1.703703704,2.0,2.1,0.3,125,0,0,217.4112,,25,,24,,40.2703,,,,,,40.2703,,,,,,,,,,,,,,,,,,,,,97.476
534,[32],Mix 26B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,101,14.92%,29.80%,55%,57,8,0.241960184,0.564356436,2.0,2.1,0.3,125,0,0,219.5928,,25,,24,,49.7297,,,,,,49.7297,,,,,,,,,,,,,,,,,,,,,92.948
535,[32],Mix 27B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,110,14.92%,29.80%,55%,47,8,0.24042879,0.427272727,2.0,2.1,0.3,125,0,0,217.768,,25,,24,,46.7568,,,,,,46.7568,,,,,,,,,,,,,,,,,,,,,90.06
536,[32],Mix 28B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,81,14.92%,29.80%,55%,65,8,0.223583461,0.802469136,2.0,2.1,0.3,125,0,0,213.9768,,25,,24,,32.6966,,,,,,32.6966,,,,,,,,,,,,,,,,,,,,,90.6504
537,[32],Mix 29B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,81,14.92%,29.80%,55%,75,8,0.238897397,0.925925926,2.0,2.1,0.3,125,0,0,220.7768,,25,,24,,66.4045,,,,,,66.4045,,,,,,,,,,,,,,,,,,,,,96.7784
538,[32],Mix 30B,45.24719755,24.95638591,2.43863706,17.40940276,5.394624809,0.184471669,0.718437979,0,1.203874426,0.248174579,0,0,,0.820551302,,394,259,,,,858,520,1378,2.79,2.63,81,14.92%,29.80%,55%,80,8,0.246554364,0.987654321,2.0,2.1,0.3,125,0,0,224.1768,,25,,24,,71.7978,,,,,,71.7978,,,,,,,,,,,,,,,,,,,,,99.8424
539,[33],M2,54,22,8.5,6,1.6,1,1.6,0,1.2,0,0,0,,0,,500,,,,,,,1600.8,,,45,8.40%,27.80%,63.80%,180,12,0.45,4,3.3,3.2,0.2,0,0,0,122.31,,24,,24,,26.95,,,,,,26.95,,,,,,,,,,,,,,,,,,,10,,191.33984
540,[33],M3,54,22,8.5,6,1.6,1,1.6,0,1.2,0,0,0,,0,,500,,,,,,,1603.6,,,90,8.40%,27.80%,63.80%,135,12,0.45,1.5,3.3,3.2,0.3,0,0,0,127.62,,24,,24,,40.36,,,,,,40.36,,,,,,,,,,,,,,,,,,,70,,166.18928
541,[33],M5,54,22,8.5,6,1.6,1,1.6,0,1.2,0,0,0,,0,,500,,,,,,,1551.1,,,50,8.40%,27.80%,63.80%,200,12,0.5,4,3.3,3.1,0.3,0,0,0,135.9,,24,,24,,15.77,,,,,,15.77,,,,,,,,,,,,,,,,,,,50,,211.28528
