Idx_Sample,Ref.,Mixture Code in Ref,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,MnO,LOI,OPC (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),MK (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg in 1m3 mix),Total aggregates (kg in 1m3 mix),Coarse Agg density (kg/m3),Fine Agg density (kg/m3),Total Na2SiO3 (kg in 1m3 of mix),Na2O (l),SiO2 (l),H2O,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,AL/B,SH/SS,Ms,Ag/B,W/B,Additional water (kg in 1m3 mix),Sp/B,Superplasticizer (kg in 1m3 mix),Total water (in solutions + additional) (kg in 1m3 mix),Initial curing time (day),Initial curing temp (C),Initial curing rest time (day),Final curing temp (C),7d CS,28d CS,1-d Cubic compressive strength (MPa),3-d Cubic compressive strength (MPa),7-d Cubic compressive strength (MPa),14-d Cubic compressive strength (MPa) ,21-d Cubic compressive strength (MPa),28-d Cubic compressive strength (MPa),56-d Cubic compressive strength (MPa),90-d Cubic compressive strength (MPa) ,180-d Cubic compressive strength (MPa),365-d Cubic compressive strength (MPa) ,1-d Cylindrical compressive strength (MPa),2-d Cylindrical compressive strength (MPa),3-d Cylindrical compressive strength (MPa),4-d Cylindrical compressive strength (MPa),5-d Cylindrical compressive strength (MPa),7-d Cylindrical compressive strength (MPa),12-d Cylindrical compressive strength (MPa),14-d Cylindrical compressive strength (MPa),21-d Cylindrical compressive strength (MPa),28-d Cylindrical compressive strength (MPa),56-d Cylindrical compressive strength (MPa) ,90-d Cylindrical compressive strength (MPa),180-d Cylindrical compressive strength (MPa) ,365-d Cylindrical compressive strength (MPa),Slump (mm),flowtable,"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
1336,[95],VA50GGBS50,39.4045,15.328,7.0035,24.679,8.288,1.9515,0.7855,0.017,1.2,0.213,0,0,,1.4,,,192,,,192,1185.6,683.4,1869,2.7,2.6,103,11.50%,30.00%,59%,54.85,8,0.411067708,0.532524272,2.6,4.9,0.3,0,0.02,7.68,102.161,,25,,24,,50.75,,,,,,50.75,,,,,,,,,,,,,,,,,,,,,104.08568
1337,[96],8M1,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,430,,,,,1243,533,1776,2.78,2.73,138,16.95%,35.06%,47.99%,56,8,0.451162791,0.405797101,2.1,4.1,0.3,0,0.02,8.6,109.4662,1,60,1,27,27.1075,31.0558,,20.9327,27.1075,,,31.0558,,,,,,,,,,,,,,,,,,,114.921,,132.8679333
1338,[96],8M2,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,8,0.450881612,0.3984375,2.1,4.6,0.3,0,0.02,7.94,100.8712,1,60,1,27,28.529,32.6797,,22.3542,28.529,,,32.6797,,,,,,,,,,,,,,,,,,,109.841,,125.0615333
1339,[96],8M3,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,364,,,,,1311,562,1873,2.78,2.73,117,16.95%,35.06%,47.99%,46,8,0.447802198,0.393162393,2.1,5.1,0.3,0,0.02,7.28,91.7963,1,60,1,27,29.5457,32.9878,,23.1685,29.5457,,,32.9878,,,,,,,,,,,,,,,,,,,80,,116.8999333
1340,[96],8M4,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,331,,,,,1344,576,1920,2.78,2.73,106,16.95%,35.06%,47.99%,42,8,0.447129909,0.396226415,2.1,5.8,0.3,0,0.02,6.62,83.4014,1,60,1,27,26.5138,31.0693,,21.5535,26.5138,,,31.0693,,,,,,,,,,,,,,,,,,,74.9206,,109.3415333
1341,[96],8M5,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,298,,,,,1377,590,1967,2.78,2.73,96,16.95%,35.06%,47.99%,38,8,0.44966443,0.395833333,2.1,6.6,0.3,0,0.02,5.96,75.4864,1,60,1,27,24.4939,27.5311,,19.635,24.4939,,,27.5311,,,,,,,,,,,,,,,,,,,44.7619,,102.1431333
1342,[96],10M1,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,430,,,,,1243,533,1776,2.78,2.73,138,16.95%,35.06%,47.99%,55,10,0.448837209,0.398550725,2.1,4.1,0.2,0,0.02,8.6,104.3862,1,60,1,27,30.9104,33.9639,,25.3719,30.9104,,,33.9639,,,,,,,,,,,,,,,,,,,114.921,,140.6811333
1343,[96],10M2,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,10,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,96.7912,1,60,1,27,32.0528,35.6706,,26.0619,32.0528,,,35.6706,,,,,,,,,,,,,,,,,,,109.841,,132.8747333
1344,[96],10M3,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,364,,,,,1311,562,1873,2.78,2.73,117,16.95%,35.06%,47.99%,47,10,0.450549451,0.401709402,2.1,5.1,0.2,0,0.02,7.28,88.7163,1,60,1,27,32.5172,36.5875,,27.0916,32.5172,,,36.5875,,,,,,,,,,,,,,,,,,,80,,124.7131333
1345,[96],10M4,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,331,,,,,1344,576,1920,2.78,2.73,106,16.95%,35.06%,47.99%,42,10,0.447129909,0.396226415,2.1,5.8,0.2,0,0.02,6.62,80.0414,1,60,1,27,29.9312,33.5492,,25.5219,29.9312,,,33.5492,,,,,,,,,,,,,,,,,,,74.9206,,115.7759333
1346,[96],10M5,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,298,,,,,1377,590,1967,2.78,2.73,96,16.95%,35.06%,47.99%,38,10,0.44966443,0.395833333,2.1,6.6,0.2,0,0.02,5.96,72.4464,1,60,1,27,26.5536,32.997,,21.4669,26.5536,,,32.997,,,,,,,,,,,,,,,,,,,44.7619,,107.9647333
1347,[96],12M1,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,430,,,,,1243,533,1776,2.78,2.73,138,16.95%,35.06%,47.99%,55,12,0.448837209,0.398550725,2.1,4.1,0.2,0,0.02,8.6,99.9862,1,60,1,27,31.035,36.1281,,25.0408,31.035,,,36.1281,,,,,,,,,,,,,,,,,,,114.921,,149.1071333
1348,[96],12M2,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,50,12,0.44836272,0.390625,2.1,4.6,0.2,0,0.02,7.94,92.1912,1,60,1,27,33.1071,38.6522,,26.5465,33.1071,,,38.6522,,,,,,,,,,,,,,,,,,,109.841,,139.7687333
1349,[96],12M3,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,364,,,,,1311,562,1873,2.78,2.73,117,16.95%,35.06%,47.99%,47,12,0.450549451,0.401709402,2.1,5.1,0.2,0,0.02,7.28,84.9563,1,60,1,27,33.7096,37.219,,27.1497,33.7096,,,37.219,,,,,,,,,,,,,,,,,,,80,,131.9135333
1350,[96],12M4,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,331,,,,,1344,576,1920,2.78,2.73,106,16.95%,35.06%,47.99%,42,12,0.447129909,0.396226415,2.1,5.8,0.2,0,0.02,6.62,76.6814,1,60,1,27,32.1652,35.2233,,25.154,32.1652,,,35.2233,,,,,,,,,,,,,,,,,,,74.9206,,122.2103333
1351,[96],12M5,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,298,,,,,1377,590,1967,2.78,2.73,96,16.95%,35.06%,47.99%,158,12,0.852348993,1.645833333,2.1,6.6,0.4,0,0.02,5.96,131.8064,1,60,1,27,29.1515,32.21,,22.8165,29.1515,,,32.21,,,,,,,,,,,,,,,,,,,44.7619,,224.0903333
1352,[96],14M1,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,430,,,,,1243,533,1776,2.78,2.73,138,16.95%,35.06%,47.99%,55,14,0.448837209,0.398550725,2.1,4.1,0.2,0,0.02,8.6,95.5862,1,60,1,27,32.5843,37.9775,,26.5169,32.5843,,,37.9775,,,,,,,,,,,,,,,,,,,114.921,,157.5331333
1353,[96],14M2,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,14,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,88.6312,1,60,1,27,34.0449,39.1011,,27.4157,34.0449,,,39.1011,,,,,,,,,,,,,,,,,,,109.841,,148.5011333
1354,[96],14M3,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,364,,,,,1311,562,1873,2.78,2.73,117,16.95%,35.06%,47.99%,47,14,0.450549451,0.401709402,2.1,5.1,0.2,0,0.02,7.28,81.1963,1,60,1,27,35.0562,37.9775,,28.9888,35.0562,,,37.9775,,,,,,,,,,,,,,,,,,,80,,139.1139333
1355,[96],14M4,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,331,,,,,1344,576,1920,2.78,2.73,106,16.95%,35.06%,47.99%,42,14,0.447129909,0.396226415,2.1,5.8,0.2,0,0.02,6.62,73.3214,1,60,1,27,33.0337,36.5169,,26.5169,33.0337,,,36.5169,,,,,,,,,,,,,,,,,,,74.9206,,128.6447333
1356,[96],14M5,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,298,,,,,1377,590,1967,2.78,2.73,96,16.95%,35.06%,47.99%,38,14,0.44966443,0.395833333,2.1,6.6,0.2,0,0.02,5.96,66.3664,1,60,1,27,30.5618,32.0225,,27.4157,30.5618,,,32.0225,,,,,,,,,,,,,,,,,,,44.7619,,119.6079333
1357,[96],8M21,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,8,0.450881612,0.3984375,2.1,4.6,0.3,0,0.02,7.94,100.8712,1,60,1,27,23.5624,24.5319,,22.5922,23.5624,,,24.5319,,,,,,,,,,,,,,,,,,,109.841,,125.0615333
1358,[96],8M22,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,8,0.450881612,0.3984375,2.1,4.6,0.3,0,0.02,7.94,100.8712,1,70,1,27,25.622,28.6809,,26.0355,25.622,,,28.6809,,,,,,,,,,,,,,,,,,,109.841,,131.4782
1359,[96],8M23,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,8,0.450881612,0.3984375,2.1,4.6,0.3,0,0.02,7.94,100.8712,1,80,1,27,31.683,32.7567,,30.1794,31.683,,,32.7567,,,,,,,,,,,,,,,,,,,109.841,,137.8948667
1360,[96],8M24,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,8,0.450881612,0.3984375,2.1,4.6,0.3,0,0.02,7.94,100.8712,1,90,1,27,32.8504,34.2404,,31.7113,32.8504,,,34.2404,,,,,,,,,,,,,,,,,,,109.841,,144.3115333
1361,[96],8M25,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,8,0.450881612,0.3984375,2.1,4.6,0.3,0,0.02,7.94,100.8712,1,100,1,27,36.2887,34.3915,,35.8532,36.2887,,,34.3915,,,,,,,,,,,,,,,,,,,109.841,,150.7282
1362,[96],10M21,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,10,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,96.7912,1,60,1,27,27.0467,27.4779,,26.0741,27.0467,,,27.4779,,,,,,,,,,,,,,,,,,,109.841,,132.8747333
1363,[96],10M22,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,10,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,96.7912,1,70,1,27,28.0126,32.2257,,29.1037,28.0126,,,32.2257,,,,,,,,,,,,,,,,,,,109.841,,139.2914
1364,[96],10M23,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,10,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,96.7912,1,80,1,27,33.5223,34.4945,,33.0919,33.5223,,,34.4945,,,,,,,,,,,,,,,,,,,109.841,,145.7080667
1365,[96],10M24,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,10,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,96.7912,1,90,1,27,35.5522,35.9824,,32.5333,35.5522,,,35.9824,,,,,,,,,,,,,,,,,,,109.841,,152.1247333
1366,[96],10M25,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,10,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,96.7912,1,100,1,27,38.4736,37.8173,,37.5002,38.4736,,,37.8173,,,,,,,,,,,,,,,,,,,109.841,,158.5414
1367,[96],12M21,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,12,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,92.7112,1,60,1,27,27.7987,29.434,,27.2956,27.7987,,,29.434,,,,,,,,,,,,,,,,,,,109.841,,140.6879333
1368,[96],12M22,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,12,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,92.7112,1,70,1,27,29.434,33.8365,,30.4403,29.434,,,33.8365,,,,,,,,,,,,,,,,,,,109.841,,147.1046
1369,[96],12M23,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,12,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,92.7112,1,80,1,27,35.8491,36.478,,35.0943,35.8491,,,36.478,,,,,,,,,,,,,,,,,,,109.841,,153.5212667
1370,[96],12M24,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,12,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,92.7112,1,90,1,27,38.9937,40.5031,,35.0943,38.9937,,,40.5031,,,,,,,,,,,,,,,,,,,109.841,,159.9379333
1371,[96],12M25,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,12,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,92.7112,1,100,1,27,42.5157,40.8805,,41.0063,42.5157,,,40.8805,,,,,,,,,,,,,,,,,,,109.841,,166.3546
1372,[96],14M21,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,14,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,88.6312,1,60,1,27,27.0631,28.0907,,26.1497,27.0631,,,28.0907,,,,,,,,,,,,,,,,,,,109.841,,148.5011333
1373,[96],14M22,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,14,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,88.6312,1,70,1,27,29.1242,33.3548,,29.6869,29.1242,,,33.3548,,,,,,,,,,,,,,,,,,,109.841,,154.9178
1374,[96],14M23,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,14,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,88.6312,1,80,1,27,35.1813,35.1859,,33.7003,35.1813,,,35.1859,,,,,,,,,,,,,,,,,,,109.841,,161.3344667
1375,[96],14M24,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,14,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,88.6312,1,90,1,27,38.854,39.7682,,34.1682,38.854,,,39.7682,,,,,,,,,,,,,,,,,,,109.841,,167.7511333
1376,[96],14M25,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0,0,,0.41,,397,,,,,1277,547,1824,2.78,2.73,128,16.95%,35.06%,47.99%,51,14,0.450881612,0.3984375,2.1,4.6,0.2,0,0.02,7.94,88.6312,1,100,1,27,41.3677,40.3513,,40.7952,41.3677,,,40.3513,,,,,,,,,,,,,,,,,,,109.841,,174.1678
1377,[97],SFGC-1,43.2,24.45,0,20.06,3.795,0.295,0.905,1.41,1.475,0.11,0,0,0,0,,200,200,,,,1074,716,1790,2.53,2.34,56,8.90%,32.10%,59.00%,,,0.14,0,3.6,4.5,0.4,145,0,0,178.04,,24,1,24,,25.36,,,,,,,,,,,,,,,,,,,,31.7,,,,,,,57.187
1378,[97],SFGC-2,43.2,24.45,0,20.06,3.795,0.295,0.905,1.41,1.475,0.11,0,0,0,0,,200,200,,,,1068,712,1780,2.53,2.34,74,8.90%,32.10%,59.00%,,,0.185,0,3.6,4.5,0.4,133,0,0,176.66,,24,1,24,,39.44,,,,,,,,,,,,,,,,,,,,49.3,,,,,,,69.364
1379,[97],SFGC-3,43.2,24.45,0,20.06,3.795,0.295,0.905,1.41,1.475,0.11,0,0,0,0,,200,200,,,,1062,708,1770,2.53,2.34,93,8.90%,32.10%,59.00%,,,0.2325,0,3.6,4.4,0.4,122,0,0,176.87,,24,1,24,,46.56,,,,,,,,,,,,,,,,,,,,58.2,,,,,,,81.901
1380,[97],SFGC-4,43.2,24.45,0,20.06,3.795,0.295,0.905,1.41,1.475,0.11,0,0,0,0,,200,200,,,,1068,712,1780,2.53,2.34,62,8.90%,32.10%,59.00%,,,0.155,0,3.6,4.5,0.4,139,0,0,175.58,,24,1,24,,35.52,,,,,,,,,,,,,,,,,,,,44.4,,,,,,,78.449
1381,[97],SFGC-5,43.2,24.45,0,20.06,3.795,0.295,0.905,1.41,1.475,0.11,0,0,0,0,,200,200,,,,1056,704,1760,2.53,2.34,124,8.90%,32.10%,59.00%,,,0.31,0,3.6,4.4,0.4,104,0,0,177.16,,24,1,24,,52,,,,,,,,,,,,,,,,,,,,65,,,,,,,87.268
1382,[97],SFGC-6,43.2,24.45,0,20.06,3.795,0.295,0.905,1.41,1.475,0.11,0,0,0,0,,200,200,,,,1074,716,1790,2.53,2.34,93,8.90%,32.10%,59.00%,,,0.2325,0,3.6,4.5,0.4,102,0,0,156.87,,24,1,24,44,52.56,,,,,,,,,,,,,38,,,55,,,,65.7,,72.5,,,,,81.997
1383,[97],SFGC-7,43.2,24.45,0,20.06,3.795,0.295,0.905,1.41,1.475,0.11,0,0,0,0,,200,200,,,,1050,700,1750,2.53,2.34,93,8.90%,32.10%,59.00%,,,0.2325,0,3.6,4.4,0.5,142,0,0,196.87,,24,1,24,28,33.84,,,,,,,,,,,,,16,,,35,,,,42.3,,52.5,,,,,81.805
1384,[97],SFGC-8,38.5,19.625,0,29.43,5.4425,0.2725,0.6725,1.95,1.3525,0.08,0,0,0,0,,100,300,,,,1068,712,1780,2.53,2.34,74,8.90%,32.10%,59.00%,,,0.185,0,3.6,4.5,0.4,133,0,0,176.66,,24,1,24,25.6,41.68,,,,,,,,,,,,,28,,,32,,,,52.1,,65,,,,,74.164
1385,[97],SFGC-9,33.8,14.8,0,38.8,7.09,0.25,0.44,2.49,1.23,0.05,0,0,0,0,,,400,,,,1068,712,1780,2.53,2.34,74,8.90%,32.10%,59.00%,,,0.185,0,3.6,4.5,0.4,133,0,0,176.66,,24,1,24,36,50.48,,,,,,,,,,,,,37.5,,,45,,,,63.1,,79,,,,,78.964
1386,[98],A10,51.593,25.134,1.526,7.045,9.34,0.709,2.368,0.686,0.853,0,0,0,,0,,360,40,,,,1197,644,1841,,,107,15.36%,30.71%,54%,53,10,0.4,0.495327103,2.0,4.6,0.2,0,0.01,4,91.9051,,25,,20,12.0073,21.7153,4.85401,,12.0073,17.6277,,21.7153,23.7591,,,,,,,,,,,,,,,,,,229.541,137.705,98.9948
1387,[98],A15,50.7695,24.491,1.464,8.7425,9.235,0.6835,2.267,0.749,0.8495,0,0,0,,0,,340,60,,,,1200,646,1846,,,107,15.36%,30.71%,54%,53,10,0.4,0.495327103,2.0,4.6,0.2,0,0.01,4,91.9051,,25,,20,15.8394,29.3796,9.45255,,15.8394,22.7372,,29.3796,31.1679,,,,,,,,,,,,,,,,,,218.135,134.754,99.9788
1388,[98],A20,49.946,23.848,1.402,10.44,9.13,0.658,2.166,0.812,0.846,0,0,0,,0,,320,80,,,,1203,646,1849,,,107,15.36%,30.71%,54%,53,10,0.4,0.495327103,2.0,4.6,0.2,0,0.01,4,91.9051,,25,,20,26.5693,41.8978,12.5182,,26.5693,31.4234,,41.8978,46.7518,,,,,,,,,,,,,,,,,,191.149,132.295,100.9532
1389,[98],A25,49.1225,23.205,1.34,12.1375,9.025,0.6325,2.065,0.875,0.8425,0,0,0,,0,,300,100,,,,1207,650,1857,,,107,15.36%,30.71%,54%,53,10,0.4,0.495327103,2.0,4.6,0.2,0,0.01,4,91.9051,,25,,20,31.4234,46.7518,16.3504,,31.4234,38.0657,,46.7518,50.5839,,,,,,,,,,,,,,,,,,174.004,126.393,101.9516
1390,[98],A30,48.299,22.562,1.278,13.835,8.92,0.607,1.964,0.938,0.839,0,0,0,,0,,280,120,,,,1210,652,1862,,,107,15.36%,30.71%,54%,53,10,0.4,0.495327103,2.0,4.7,0.2,0,0.01,4,91.9051,,25,,20,36.5328,56.4599,17.1168,,36.5328,48.0292,,56.4599,62.0803,,,,,,,,,,,,,,,,,,170.791,123.443,102.9356
1391,[98],B15,50.7695,24.491,1.464,8.7425,9.235,0.6835,2.267,0.749,0.8495,0,0,0,,0,,340,60,,,,1200,646,1846,,,107,15.36%,30.71%,54%,53,12,0.4,0.495327103,2.0,4.6,0.2,0,0.01,4,87.6651,,25,,20,19.0123,33.8272,7.90123,,19.0123,25.4321,,33.8272,,,,,,,,,,,,,,,,,,,145.449,120.492,108.0984
1392,[98],B20,49.946,23.848,1.402,10.44,9.13,0.658,2.166,0.812,0.846,0,0,0,,0,,320,80,,,,1203,648,1851,,,107,15.36%,30.71%,54%,53,12,0.4,0.495327103,2.0,4.6,0.2,0,0.01,4,87.6651,,25,,20,26.9136,45.1852,13.5802,,26.9136,38.2716,,45.1852,,,,,,,,,,,,,,,,,,,70.1059,110.656,109.0824
1393,[98],B25,49.1225,23.205,1.34,12.1375,9.025,0.6325,2.065,0.875,0.8425,0,0,0,,0,,300,100,,,,1222,658,1880,,,107,15.36%,30.71%,54%,53,12,0.4,0.495327103,2.0,4.7,0.2,0,0.01,4,87.6651,,25,,20,38.7654,57.284,21.4815,,38.7654,46.1728,,57.284,,,,,,,,,,,,,,,,,,,50.4971,102.295,110.1816
1394,[98],C15,50.7695,24.491,1.464,8.7425,9.235,0.6835,2.267,0.749,0.8495,0,0,0,,0,,340,60,,,,1209,651,1860,,,93,15.36%,30.71%,54%,47,10,0.35,0.505376344,2.0,4.7,0.2,0,0.01,4,80.7549,,25,,20,18.3857,29.6205,5.87575,,18.3857,25.9865,,29.6205,,,,,,,,,,,,,,,,,,,78.4336,82.1311,90.41
1395,[98],C20,49.946,23.848,1.402,10.44,9.13,0.658,2.166,0.812,0.846,0,0,0,,0,,320,80,,,,1227,661,1888,,,93,15.36%,30.71%,54%,47,10,0.35,0.505376344,2.0,4.7,0.2,0,0.01,4,80.7549,,25,,20,26.8165,41.1887,9.9934,,26.8165,34.6144,,41.1887,,,,,,,,,,,,,,,,,,,73.5803,75.2459,91.5044
1396,[98],C25,49.1225,23.205,1.34,12.1375,9.025,0.6325,2.065,0.875,0.8425,0,0,0,,0,,300,100,,,,1246,671,1917,,,93,15.36%,30.71%,54%,47,10,0.35,0.505376344,2.0,4.8,0.2,0,0.01,4,80.7549,,25,,20,33.4837,48.6402,17.2483,,33.4837,41.4767,,48.6402,,,,,,,,,,,,,,,,,,,67.0921,71.3115,92.6036
1397,[98],D15,50.7695,24.491,1.464,8.7425,9.235,0.6835,2.267,0.749,0.8495,0,0,0,,0,,340,60,,,,1184,637,1821,,,96,15.36%,30.71%,54%,64,10,0.4,0.666666667,2.0,4.6,0.2,0,0.01,4,92.5728,,25,,20,16.8283,24.717,6.08846,,16.8283,20.9146,,24.717,,,,,,,,,,,,,,,,,,,227.812,139.18,104.3248
1398,[98],D25,49.1225,23.205,1.34,12.1375,9.025,0.6325,2.065,0.875,0.8425,0,0,0,,0,,300,100,,,,1223,659,1882,,,114,15.36%,30.71%,54%,46,10,0.4,0.403508772,2.0,4.7,0.2,0,0.01,4,91.4802,,25,,20,29.2476,38.7337,19.2987,,29.2476,34.5933,,38.7337,,,,,,,,,,,,,,,,,,,170.503,83.1148,99.2296
1399,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.45 T ºC - 25,52.295,24.571,3.215,12.58,3.242,0.154,0,0.515,0,0,0,0,,3.391,,252,108,,,,1090.8,774,1864.8,2.8,2.65,115.7142857,11.50%,30.00%,59%,46.28571429,8,0.45,0.4,2.6,5.2,0.3,0,0.04,14.4,107.8071429,,25,1,30,,33.8369,,,,,,33.8369,,,,,,,,,,,,,,,,,,,95,,112.6680686
1400,[99],FA-70 GGBS- 30 B-360 AGG/B-5.18 ALK/B-0.50 T ºC - 25,52.295,24.571,3.215,12.58,3.242,0.154,0,0.515,0,0,0,0,,3.391,,252,108,,,,1090.8,774,1864.8,2.8,2.65,128.5714286,11.50%,30.00%,59%,51.42857143,8,0.5,0.4,2.6,5.2,0.3,0,0.04,14.4,118.8257143,,25,1,30,,36.1631,,,,,,36.1631,,,,,,,,,,,,,,,,,,,102,,120.4481829
